10 1.0 1.0 0.9411764705882353 1.0 1.0 1.0 1.0 1.0 0.9411764705882353 1.0
20 0.9838709677419355 0.9696969696969697 0.984375 1.0 1.0 0.9848484848484849 0.9846153846153847 1.0 1.0 1.0
30 0.9928571428571429 0.9854014598540146 0.9928571428571429 1.0 0.9928571428571429 0.9858156028368794 0.9856115107913669 0.9857142857142858 0.9784172661870504 0.9708029197080292
40 0.991869918699187 0.9958677685950413 0.9918032786885246 1.0 0.9833333333333333 1.0 0.983402489626556 0.9755102040816327 1.0 1.0
50 0.9812834224598931 0.9892761394101877 1.0 1.0 0.989247311827957 0.9920212765957447 1.0 0.9973333333333333 1.0 0.986737400530504
60 1.0 1.0 0.99812382739212 0.9925093632958801 0.9886363636363636 0.9944341372912802 0.9905482041587902 0.9905660377358491 1.0 0.996219281663516
70 0.9861111111111112 0.9803646563814866 0.9972067039106145 0.9901547116736991 0.9972260748959778 0.9958275382475661 0.9972183588317107 0.9930167597765364 0.9902642559109874 0.99721059972106
80 0.9891891891891892 0.9924160346695557 0.9956803455723542 0.9859762675296656 0.9924324324324324 0.9956850053937433 0.984930032292788 1.0 0.9903121636167922 0.9978448275862069
90 0.9821276595744681 0.984549356223176 0.988013698630137 0.9991408934707904 0.9897084048027445 0.9897260273972602 0.9982832618025751 1.0 0.9931389365351629
100 0.9993045897079277 0.9860041987403779 0.9923344947735192 0.9993011879804332 0.986703988803359 0.9965083798882681 0.9930118798043326 0.9888190076869322 0.9985955056179775 0.9860237596086653
110 0.9936194895591647 0.9964747356051704 0.9924330616996507 0.9964788732394366 0.9936672423719056 0.9948036951501155 0.9948126801152738 0.9964830011723329 0.986244019138756 0.993452380952381
120 0.9906311637080868 0.997545409916544 0.9975222993062438 0.9887859580692345 0.9985330073349633 0.9955773955773956 0.9956374212312167 0.9975149105367793 0.9951171875 0.9950568462679189
130 0.996232733361239 0.9935036812472932 0.9958106409719313 0.9966680549770929 0.9911205073995771 0.995049504950495 0.9953251168720783 0.9995810640971932 0.9914420196833548 0.9979432332373509
140 0.9897285399853265 0.9974452554744525 0.9959618208516887 0.9941541834124954 0.9960388908894491 0.985459832788077 0.9981831395348837 0.9981837994914639 0.9960101559666305 0.9960216998191682
150 0.9939374601148692 0.9993712668972021 0.9980532121998702 0.9909326424870466 0.9924026590693258 0.9971144597627445 0.9980750721847931 1.0 0.9958886780518659 0.9961916851793081
