10 1.0 1.0 1.0 1.0 0.9411764705882353 0.9375 1.0 1.0 1.0 1.0 0.967741935483871 1.0 0.984375 0.9206349206349206 0.9545454545454546
20 0.967741935483871 1.0 0.984375 0.9206349206349206 0.9545454545454546 1.0 0.9692307692307692 0.984375 1.0 0.9384615384615385 0.9357142857142857 1.0 0.95 0.9496402877697842 0.9785714285714285
30 0.9357142857142857 1.0 0.95 0.9496402877697842 0.9785714285714285 0.9645390070921985 0.9640287769784173 0.9928571428571429 0.9496402877697842 0.9708029197080292 0.9186991869918699 0.9504132231404959 0.9508196721311475 0.9297520661157025 0.95
40 0.9186991869918699 0.9504132231404959 0.9508196721311475 0.9297520661157025 0.95 0.9918367346938776 0.9543568464730291 0.9551020408163265 0.9958333333333333 0.9713114754098361 0.946524064171123 0.935656836461126 0.9285714285714286 0.9413333333333334 0.946236559139785
50 0.946524064171123 0.935656836461126 0.9285714285714286 0.9413333333333334 0.946236559139785 0.9042553191489362 0.9551451187335093 0.9493333333333334 0.944 0.9018567639257294 0.9455909943714822 0.9233644859813084 0.9212007504690432 0.9288389513108615 0.9431818181818182
60 0.9455909943714822 0.9233644859813084 0.9212007504690432 0.9288389513108615 0.9431818181818182 0.9053803339517625 0.9338374291115312 0.9320754716981132 0.8975791433891993 0.943289224952741 0.9222222222222223 0.9004207573632539 0.9008379888268156 0.939521800281294 0.8793342579750347
70 0.9222222222222223 0.9004207573632539 0.9008379888268156 0.939521800281294 0.8793342579750347 0.9235048678720446 0.913769123783032 0.9511173184357542 0.9109874826147427 0.9679218967921897 0.9308108108108109 0.9187432286023836 0.8682505399568035 0.9288025889967637 0.9286486486486486
80 0.9308108108108109 0.9187432286023836 0.8682505399568035 0.9288025889967637 0.9286486486486486 0.9115426105717368 0.9041980624327234 0.8827956989247312 0.8772874058127018 0.915948275862069 0.908936170212766 0.9021459227467811 0.8886986301369864 0.9140893470790378 0.91852487135506
90 0.908936170212766 0.9021459227467811 0.8886986301369864 0.9140893470790378 0.91852487135506 0.913527397260274 0.8918454935622318 0.927536231884058 0.8902229845626072 0.9048027444253859 0.8949930458970793 0.9230230930720784 0.9303135888501742 0.8825995807127882 0.9181245626312107
100 0.8949930458970793 0.9230230930720784 0.9303135888501742 0.8825995807127882 0.9181245626312107 0.8945530726256983 0.9140461215932913 0.8819007686932215 0.9360955056179775 0.8707197763801537 0.8868909512761021 0.8895417156286721 0.9173457508731082 0.8867370892018779 0.8842832469775475
110 0.8868909512761021 0.8895417156286721 0.9173457508731082 0.8867370892018779 0.8842832469775475 0.9070438799076213 0.899135446685879 0.8968347010550997 0.8720095693779905 0.9297619047619048 0.8767258382642998 0.9042709867452136 0.902378592666006 0.9073622623110678 0.9188264058679707
120 0.8767258382642998 0.9042709867452136 0.902378592666006 0.9073622623110678 0.9188264058679707 0.8968058968058968 0.9083858458555502 0.8782306163021869 0.87548828125 0.9110232328225408 0.9100041858518209 0.8943265482893027 0.9040636782572267 0.9062890462307371 0.8756871035940803
130 0.9100041858518209 0.8943265482893027 0.9040636782572267 0.9062890462307371 0.8756871035940803 0.9051155115511551 0.9222269443263919 0.8877251780477587 0.9109970047068892 0.8942821883998354 0.8969185619955979 0.8974452554744525 0.9052863436123348 0.9185239313116551 0.9002520705797623
140 0.8969185619955979 0.8974452554744525 0.9052863436123348 0.9185239313116551 0.9002520705797623 0.906215921483097 0.8869912790697675 0.9044678532509989 0.9085963003264418 0.8904159132007233 0.8959795788130185 0.9075762338887142 0.9033095392602206 0.9018782383419689 0.8955365622032289
